OMAR, 0, 1, 0, 0, 0, 1
GAVIN, 0, 1, 0, 0, 0, 1
DIEGO, 0, 0, 0, 1, 1, 1
JAIDEN, 0, 1, 0, 0, 0, 1
JUAN, 0, 1, 0, 0, 0, 1
MIGUEL, 0, 1, 0, 0, 0, 1
NICOLAS, 0, 1, 0, 0, 0, 1
ALAN, 0, 1, 0, 0, 0, 1
KENNETH, 0, 0, 1, 0, 0, 1
LOGAN, 0, 1, 0, 0, 0, 1
AMIR, 0, 1, 0, 0, 0, 1
EDWIN, 0, 1, 0, 0, 0, 1
IAN, 0, 1, 0, 0, 0, 1
EDWARD, 0, 0, 1, 0, 0, 1
JESUS, 0, 1, 0, 0, 0, 1
OWEN, 0, 1, 0, 0, 0, 1
JACKSON, 0, 1, 0, 0, 0, 1
PETER, 0, 1, 0, 0, 0, 1
RAYMOND, 0, 0, 1, 0, 0, 1
JEFFREY, 1, 0, 0, 0, 1, 1
ALEJANDRO, 0, 0, 0, 1, 1, 1
ANTONIO, 1, 0, 0, 0, 1, 1
AYDEN, 0, 1, 0, 0, 0, 1
CALEB, 0, 1, 0, 0, 0, 1
PATRICK, 0, 0, 1, 0, 0, 1
MARCUS, 0, 1, 0, 0, 0, 1
GEORGE, 0, 0, 0, 1, 1, 1
MALACHI, 0, 0, 0, 1, 1, 1
MENACHEM, 0, 1, 0, 0, 0, 1
DEVIN, 0, 1, 0, 0, 0, 1
GIOVANNI, 0, 0, 0, 1, 1, 1
RAFAEL, 0, 1, 0, 0, 0, 1
ERICK, 0, 0, 1, 0, 0, 1
ALEXIS, 0, 1, 0, 0, 0, 1
CRISTIAN, 0, 1, 0, 0, 0, 1
YEHUDA, 0, 0, 0, 1, 1, 1
DEREK, 0, 1, 0, 0, 0, 1
MOHAMED, 0, 1, 0, 0, 0, 1
CHASE, 0, 0, 0, 1, 1, 1
MASON, 0, 1, 0, 0, 0, 1
SHIMON, 0, 1, 0, 0, 0, 1
JONAH, 0, 1, 0, 0, 0, 1
MAXWELL, 0, 0, 1, 0, 0, 1
YOSEF, 0, 1, 0, 0, 0, 1
PAUL, 0, 1, 0, 0, 0, 1
ELIAS, 0, 1, 0, 0, 0, 1
MORDECHAI, 1, 0, 0, 0, 1, 1
MUHAMMAD, 0, 1, 0, 0, 0, 1
ARON, 0, 1, 0, 0, 0, 1
TIMOTHY, 0, 0, 0, 1, 1, 1
JARED, 0, 1, 0, 0, 0, 1
LUCA, 0, 0, 0, 1, 1, 1
CAMERON, 0, 1, 0, 0, 0, 1
SHANE, 0, 0, 0, 1, 1, 1
THEODORE, 0, 0, 0, 1, 1, 1
ALBERT, 0, 0, 1, 0, 0, 1
DAMIAN, 0, 1, 0, 0, 0, 1
NASIR, 0, 1, 0, 0, 0, 1
SHAWN, 0, 0, 1, 0, 0, 1
SIMON, 0, 1, 0, 0, 0, 1
AUSTIN, 0, 1, 0, 0, 0, 1
CONNOR, 0, 1, 0, 0, 0, 1
IBRAHIM, 0, 1, 0, 0, 0, 1
JAYLEN, 0, 1, 0, 0, 0, 1
JULIUS, 0, 1, 0, 0, 0, 1
FRANK, 0, 0, 1, 0, 0, 1
ARIEL, 0, 1, 0, 0, 0, 1
CHRIS, 0, 1, 0, 0, 0, 1
LEONARDO, 0, 0, 0, 1, 1, 1
JAVIER, 0, 1, 0, 0, 0, 1
YISROEL, 0, 1, 0, 0, 0, 1
MILES, 0, 1, 0, 0, 0, 1
MOHAMMAD, 0, 1, 0, 0, 0, 1
ZION, 0, 1, 0, 0, 0, 1
ALI, 0, 0, 0, 1, 1, 1
ALVIN, 0, 1, 0, 0, 0, 1
COLIN, 0, 1, 0, 0, 0, 1
RANDY, 0, 0, 0, 1, 1, 1
BRENDAN, 0, 1, 0, 0, 0, 1
JESSE, 0, 0, 0, 1, 1, 1
EDUARDO, 0, 0, 0, 1, 1, 1
JORGE, 0, 0, 0, 1, 1, 1
ASHER, 0, 1, 0, 0, 0, 1
DANNY, 0, 0, 0, 1, 1, 1
MOHAMMED, 0, 1, 0, 0, 0, 1
JOSUE, 1, 0, 0, 0, 1, 1
KAI, 1, 0, 0, 0, 1, 1
MICAH, 0, 1, 0, 0, 0, 1
YITZCHOK, 0, 1, 0, 0, 0, 1
FELIX, 0, 1, 0, 0, 0, 1
HARRISON, 0, 1, 0, 0, 0, 1
SHMUEL, 0, 1, 0, 0, 0, 1
ALLEN, 0, 1, 0, 0, 0, 1
EMANUEL, 0, 1, 0, 0, 0, 1
MARTIN, 0, 1, 0, 0, 0, 1
SHLOMO, 0, 0, 0, 1, 1, 1
DAMIEN, 0, 1, 0, 0, 0, 1
DARREN, 0, 1, 0, 0, 0, 1
ISRAEL, 0, 1, 0, 0, 0, 1
AHMED, 0, 1, 0, 0, 0, 1
AMARI, 0, 0, 0, 1, 1, 1
ANDRES, 0, 1, 0, 0, 0, 1
LOUIS, 0, 1, 0, 0, 0, 1
HECTOR, 0, 1, 0, 0, 0, 1
MARC, 0, 0, 1, 0, 0, 1
GREGORY, 0, 0, 0, 1, 1, 1
HUDSON, 0, 1, 0, 0, 0, 1
MANUEL, 0, 1, 0, 0, 0, 1
MARIO, 1, 0, 0, 0, 1, 1
STEPHEN, 0, 1, 0, 0, 0, 1
TZVI, 0, 0, 0, 1, 1, 1
BRYCE, 0, 0, 0, 1, 1, 1
ERIK, 0, 1, 0, 0, 0, 1
JAYSON, 0, 1, 0, 0, 0, 1
JERRY, 0, 0, 0, 1, 1, 1
MALIK, 0, 1, 0, 0, 0, 1
ANDRE, 0, 0, 0, 1, 1, 1
CESAR, 0, 1, 0, 0, 0, 1
FERNANDO, 0, 0, 0, 1, 1, 1
MAXIMILIAN, 0, 1, 0, 0, 0, 1
MEIR, 0, 1, 0, 0, 0, 1
RICARDO, 0, 0, 0, 1, 1, 1
SANTIAGO, 0, 0, 0, 1, 1, 1
YAAKOV, 0, 1, 0, 0, 0, 1
EDGAR, 0, 1, 0, 0, 0, 1
ANGELO, 0, 0, 0, 1, 1, 1
MATEO, 1, 0, 0, 0, 1, 1
PHILIP, 0, 1, 0, 0, 0, 1
SOLOMON, 0, 1, 0, 0, 0, 1
YAKOV, 0, 1, 0, 0, 0, 1
DARIUS, 0, 1, 0, 0, 0, 1
ANDERSON, 0, 1, 0, 0, 0, 1
JAY, 1, 0, 0, 0, 1, 1
JOHAN, 0, 1, 0, 0, 0, 1
KELVIN, 0, 1, 0, 0, 0, 1
MARCO, 0, 0, 0, 1, 1, 1
MATHEW, 0, 1, 0, 0, 0, 1
JOAQUIN, 0, 1, 0, 0, 0, 1
JOHNNY, 0, 0, 0, 1, 1, 1
KAYDEN, 0, 1, 0, 0, 0, 1
SAM, 0, 1, 0, 0, 0, 1
ASHTON, 0, 1, 0, 0, 0, 1
BRYANT, 0, 0, 1, 0, 0, 1
DENNIS, 0, 1, 0, 0, 0, 1
FRANCISCO, 0, 0, 0, 1, 1, 1
JOHNATHAN, 0, 1, 0, 0, 0, 1
LEVI, 0, 0, 0, 1, 1, 1
MATTEO, 1, 0, 0, 0, 1, 1
MOSES, 0, 1, 0, 0, 0, 1
MYLES, 0, 1, 0, 0, 0, 1
NELSON, 0, 1, 0, 0, 0, 1
AVERY, 0, 0, 0, 1, 1, 1
COLE, 0, 0, 0, 1, 1, 1
DOMINIC, 0, 1, 0, 0, 0, 1
MARCOS, 0, 1, 0, 0, 0, 1
AXEL, 0, 1, 0, 0, 0, 1
BLAKE, 0, 0, 0, 1, 1, 1
BRAYAN, 0, 1, 0, 0, 0, 1
DEAN, 0, 1, 0, 0, 0, 1
JULIO, 1, 0, 0, 0, 1, 1
JUSTICE, 0, 0, 0, 1, 1, 1
KADEN, 0, 1, 0, 0, 0, 1
KENNY, 0, 0, 0, 1, 1, 1
SPENCER, 0, 1, 0, 0, 0, 1
AVRAHAM, 0, 1, 0, 0, 0, 1
DANTE, 0, 0, 0, 1, 1, 1
HUNTER, 0, 1, 0, 0, 0, 1
JIMMY, 0, 0, 0, 1, 1, 1
LEON, 0, 1, 0, 0, 0, 1
NOEL, 0, 1, 0, 0, 0, 1
SHULEM, 0, 1, 0, 0, 0, 1
WILSON, 0, 1, 0, 0, 0, 1
ARI, 0, 0, 0, 1, 1, 1
CALVIN, 0, 1, 0, 0, 0, 1
MAXIMUS, 0, 1, 0, 0, 0, 1
PRESTON, 0, 1, 0, 0, 0, 1
ZEV, 0, 1, 0, 0, 0, 1
ADEN, 0, 1, 0, 0, 0, 1
PEDRO, 0, 0, 0, 1, 1, 1
PRINCE, 0, 0, 0, 1, 1, 1
SALVATORE, 0, 0, 0, 1, 1, 1
ABDUL, 0, 1, 0, 0, 0, 1
ANSON, 0, 1, 0, 0, 0, 1
ARTHUR, 0, 1, 0, 0, 0, 1
CODY, 0, 0, 0, 1, 1, 1
COOPER, 0, 1, 0, 0, 0, 1
ELIYAHU, 0, 0, 0, 1, 1, 1
ENRIQUE, 1, 0, 0, 0, 1, 1
JAEDEN, 0, 1, 0, 0, 0, 1
LAWRENCE, 0, 0, 0, 1, 1, 1
MAURICE, 0, 0, 0, 1, 1, 1
WESLEY, 1, 0, 0, 0, 1, 1
BEN, 0, 1, 0, 0, 0, 1
CHARLIE, 1, 0, 0, 0, 1, 1
EZRA, 0, 0, 0, 1, 1, 1
HARRY, 0, 0, 0, 1, 1, 1
JUDAH, 0, 1, 0, 0, 0, 1
KEITH, 0, 0, 1, 0, 0, 1
MARVIN, 0, 1, 0, 0, 0, 1
MEKHI, 0, 0, 0, 1, 1, 1
WYATT, 0, 0, 1, 0, 0, 1
AADEN, 0, 1, 0, 0, 0, 1
BRADY, 0, 0, 0, 1, 1, 1
COREY, 1, 0, 0, 0, 1, 1
DOMINICK, 0, 0, 1, 0, 0, 1
ELIEZER, 0, 1, 0, 0, 0, 1
FINN, 0, 0, 1, 0, 0, 1
JONAS, 0, 1, 0, 0, 0, 1
MENDEL, 0, 1, 0, 0, 0, 1
MILO, 0, 0, 0, 1, 1, 1
ZAIRE, 0, 0, 0, 1, 1, 1
BENSON, 0, 1, 0, 0, 0, 1
BRADLEY, 1, 0, 0, 0, 1, 1
DONOVAN, 0, 1, 0, 0, 0, 1
ELVIS, 0, 1, 0, 0, 0, 1
GAEL, 0, 1, 0, 0, 0, 1
LUKAS, 0, 1, 0, 0, 0, 1
MARLON, 0, 1, 0, 0, 0, 1
RAYAN, 0, 1, 0, 0, 0, 1
SERGIO, 1, 0, 0, 0, 1, 1
TENZIN, 0, 1, 0, 0, 0, 1
ALESSANDRO, 0, 0, 0, 1, 1, 1
CARTER, 0, 1, 0, 0, 0, 1
ELLIOT, 0, 1, 0, 0, 0, 1
GRIFFIN, 0, 1, 0, 0, 0, 1
HAYDEN, 0, 1, 0, 0, 0, 1
LORENZO, 0, 0, 0, 1, 1, 1
MESSIAH, 0, 1, 0, 0, 0, 1
RAPHAEL, 0, 1, 0, 0, 0, 1
RICKY, 0, 0, 0, 1, 1, 1
ROMAN, 0, 1, 0, 0, 0, 1
RONALD, 0, 0, 1, 0, 0, 1
TRAVIS, 0, 1, 0, 0, 0, 1
USHER, 0, 1, 0, 0, 0, 1
YECHIEL, 0, 1, 0, 0, 0, 1
DEVON, 0, 1, 0, 0, 0, 1
JARIEL, 0, 1, 0, 0, 0, 1
JASPER, 0, 1, 0, 0, 0, 1
JEAN, 0, 1, 0, 0, 0, 1
JEFFERSON, 0, 1, 0, 0, 0, 1
LANDON, 0, 1, 0, 0, 0, 1
MAMADOU, 1, 0, 0, 0, 1, 1
YANDEL, 0, 1, 0, 0, 0, 1
YEHOSHUA, 1, 0, 0, 0, 1, 1
ADONIS, 0, 1, 0, 0, 0, 1
DILLON, 0, 1, 0, 0, 0, 1
ISIAH, 0, 1, 0, 0, 0, 1
ISMAEL, 0, 1, 0, 0, 0, 1
JALEN, 0, 1, 0, 0, 0, 1
LEONARD, 0, 0, 1, 0, 0, 1
OMARI, 0, 0, 0, 1, 1, 1
PHILLIP, 0, 1, 0, 0, 0, 1
ROGER, 0, 1, 0, 0, 0, 1
ROHAN, 0, 1, 0, 0, 0, 1
SAUL, 0, 1, 0, 0, 0, 1
ADRIEL, 0, 1, 0, 0, 0, 1
FRANKLIN, 0, 1, 0, 0, 0, 1
JAKUB, 0, 1, 0, 0, 0, 1
MAYER, 0, 1, 0, 0, 0, 1
NIKOLAS, 0, 1, 0, 0, 0, 1
ROBERTO, 0, 0, 0, 1, 1, 1
SETH, 0, 0, 1, 0, 0, 1
STANLEY, 1, 0, 0, 0, 1, 1
STEVE, 0, 0, 0, 1, 1, 1
AVROHOM, 0, 1, 0, 0, 0, 1
CADEN, 0, 1, 0, 0, 0, 1
CRISTOPHER, 0, 1, 0, 0, 0, 1
DOVID, 0, 1, 0, 0, 0, 1
HUGO, 0, 0, 0, 1, 1, 1
JAIME, 0, 0, 0, 1, 1, 1
JERMAINE, 0, 0, 0, 1, 1, 1
JUDE, 0, 0, 0, 1, 1, 1
MELVIN, 0, 1, 0, 0, 0, 1
NOAM, 0, 1, 0, 0, 0, 1
PABLO, 0, 0, 0, 1, 1, 1
RILEY, 1, 0, 0, 0, 1, 1
ROY, 1, 0, 0, 0, 1, 1
ABDULLAH, 0, 1, 0, 0, 0, 1
AHMAD, 0, 1, 0, 0, 0, 1
ARYEH, 0, 1, 0, 0, 0, 1
BRANDEN, 0, 1, 0, 0, 0, 1
BRODY, 0, 0, 0, 1, 1, 1
EMILIO, 1, 0, 0, 0, 1, 1
JADIEL, 0, 1, 0, 0, 0, 1
JASIAH, 0, 1, 0, 0, 0, 1
NAFTALI, 0, 0, 0, 1, 1, 1
SHIA, 1, 0, 0, 0, 1, 1
SINCERE, 0, 0, 0, 1, 1, 1
TONY, 0, 0, 0, 1, 1, 1
YUSUF, 0, 1, 0, 0, 0, 1
AKIVA, 0, 0, 0, 1, 1, 1
AYAAN, 0, 1, 0, 0, 0, 1
DARWIN, 0, 1, 0, 0, 0, 1
GRANT, 0, 0, 1, 0, 0, 1
JAVON, 0, 1, 0, 0, 0, 1
JULIEN, 0, 1, 0, 0, 0, 1
LUKA, 0, 0, 0, 1, 1, 1
QUINN, 0, 0, 1, 0, 0, 1
RAUL, 0, 1, 0, 0, 0, 1
TROY, 1, 0, 0, 0, 1, 1
URIEL, 0, 1, 0, 0, 0, 1
ALFRED, 0, 1, 0, 0, 0, 1
ALLAN, 0, 1, 0, 0, 0, 1
AUGUST, 0, 0, 1, 0, 0, 1
BRAYDEN, 0, 1, 0, 0, 0, 1
BYRON, 0, 1, 0, 0, 0, 1
EDDIE, 1, 0, 0, 0, 1, 1
ELIMELECH, 0, 0, 1, 0, 0, 1
FREDERICK, 0, 0, 1, 0, 0, 1
GARY, 0, 0, 0, 1, 1, 1
KAREEM, 0, 1, 0, 0, 0, 1
RONAN, 0, 1, 0, 0, 0, 1
RYDER, 0, 1, 0, 0, 0, 1
SAMIR, 0, 1, 0, 0, 0, 1
TERRENCE, 0, 0, 0, 1, 1, 1
YAHIR, 0, 1, 0, 0, 0, 1
EZEKIEL, 0, 1, 0, 0, 0, 1
ISSAC, 0, 1, 0, 0, 0, 1
JACE, 0, 0, 0, 1, 1, 1
KHALIL, 0, 1, 0, 0, 0, 1
PINCHAS, 0, 1, 0, 0, 0, 1
ROCCO, 0, 0, 0, 1, 1, 1
RUBEN, 0, 1, 0, 0, 0, 1
RUSSELL, 0, 0, 1, 0, 0, 1
SYED, 0, 1, 0, 0, 0, 1
BRUCE, 0, 0, 0, 1, 1, 1
EFRAIM, 0, 1, 0, 0, 0, 1
EITAN, 0, 1, 0, 0, 0, 1
ELVIN, 0, 1, 0, 0, 0, 1
HERSHY, 0, 0, 0, 1, 1, 1
JAMARI, 0, 0, 0, 1, 1, 1
KAIDEN, 0, 1, 0, 0, 0, 1
KRISTIAN, 0, 1, 0, 0, 0, 1
MOISES, 0, 1, 0, 0, 0, 1
RODRIGO, 0, 0, 0, 1, 1, 1
THEO, 1, 0, 0, 0, 1, 1
YOEL, 0, 1, 0, 0, 0, 1
ZAIN, 0, 1, 0, 0, 0, 1
ARMANI, 0, 0, 0, 1, 1, 1
BENNY, 0, 0, 0, 1, 1, 1
CURTIS, 0, 1, 0, 0, 0, 1
DONALD, 0, 0, 1, 0, 0, 1
DOV, 0, 1, 0, 0, 0, 1
EDISON, 0, 1, 0, 0, 0, 1
HERSH, 0, 0, 1, 0, 0, 1
JAMIR, 0, 1, 0, 0, 0, 1
KAMARI, 0, 0, 0, 1, 1, 1
KAMERON, 0, 1, 0, 0, 0, 1
MAXIM, 0, 1, 0, 0, 0, 1
RALPH, 0, 0, 1, 0, 0, 1
SAMI, 0, 0, 0, 1, 1, 1
SHAYA, 1, 0, 0, 0, 1, 1
TERRELL, 0, 0, 1, 0, 0, 1
TOMAS, 0, 1, 0, 0, 0, 1
TREVOR, 0, 1, 0, 0, 0, 1
YOUSEF, 0, 1, 0, 0, 0, 1
ALBERTO, 0, 0, 0, 1, 1, 1
CYRUS, 0, 1, 0, 0, 0, 1
DARIEL, 0, 1, 0, 0, 0, 1
DWAYNE, 0, 0, 0, 1, 1, 1
FREDDY, 0, 0, 0, 1, 1, 1
KIERAN, 0, 1, 0, 0, 0, 1
NAZIR, 0, 1, 0, 0, 0, 1
NIGEL, 0, 1, 0, 0, 0, 1
NOLAN, 0, 1, 0, 0, 0, 1
SHAUN, 0, 1, 0, 0, 0, 1
ZAHIR, 0, 1, 0, 0, 0, 1
ABEL, 0, 1, 0, 0, 0, 1
ANTONY, 0, 0, 0, 1, 1, 1
BILLY, 0, 0, 0, 1, 1, 1
CARL, 0, 0, 1, 0, 0, 1
EMIL, 0, 1, 0, 0, 0, 1
ESTEBAN, 0, 1, 0, 0, 0, 1
FABIAN, 0, 1, 0, 0, 0, 1
HAMZA, 0, 0, 0, 1, 1, 1
JAMAL, 0, 1, 0, 0, 0, 1
MAHAMADOU, 1, 0, 0, 0, 1, 1
MALCOLM, 0, 0, 1, 0, 0, 1
MARQUISE, 0, 0, 0, 1, 1, 1
ORLANDO, 0, 0, 0, 1, 1, 1
PARKER, 0, 1, 0, 0, 0, 1
ROMEO, 1, 0, 0, 0, 1, 1
ALPHA, 0, 0, 0, 1, 1, 1
ARYAN, 0, 1, 0, 0, 0, 1
CAYDEN, 0, 1, 0, 0, 0, 1
CHANCE, 0, 0, 0, 1, 1, 1
DECLAN, 0, 1, 0, 0, 0, 1
DERRICK, 0, 0, 1, 0, 0, 1
DESMOND, 0, 0, 1, 0, 0, 1
IBRAHIMA, 0, 0, 0, 1, 1, 1
ILAN, 0, 1, 0, 0, 0, 1
JACKY, 0, 0, 0, 1, 1, 1
JADON, 0, 1, 0, 0, 0, 1
JAYLIN, 0, 1, 0, 0, 0, 1
JOSH, 0, 0, 1, 0, 0, 1
LEONEL, 0, 1, 0, 0, 0, 1
LEWIS, 0, 1, 0, 0, 0, 1
MOUSSA, 0, 0, 0, 1, 1, 1
NAFTULI, 0, 0, 0, 1, 1, 1
NEHEMIAH, 0, 1, 0, 0, 0, 1
SIMCHA, 0, 0, 0, 1, 1, 1
TRISTEN, 0, 1, 0, 0, 0, 1
YARIEL, 0, 1, 0, 0, 0, 1
AMADOU, 1, 0, 0, 0, 1, 1
ANTOINE, 0, 0, 0, 1, 1, 1
ARMANDO, 0, 0, 0, 1, 1, 1
CARSON, 0, 1, 0, 0, 0, 1
CORY, 0, 0, 0, 1, 1, 1
DERICK, 0, 0, 1, 0, 0, 1
GIOVANI, 0, 0, 0, 1, 1, 1
GRAHAM, 0, 1, 0, 0, 0, 1
GUSTAVO, 0, 0, 0, 1, 1, 1
HASSAN, 0, 1, 0, 0, 0, 1
HERSHEL, 0, 1, 0, 0, 0, 1
KOBE, 0, 0, 0, 1, 1, 1
NICK, 0, 0, 1, 0, 0, 1
QUENTIN, 0, 1, 0, 0, 0, 1
RHYS, 0, 1, 0, 0, 0, 1
SHILOH, 0, 1, 0, 0, 0, 1
TOMMY, 0, 0, 0, 1, 1, 1
ALEC, 0, 1, 0, 0, 0, 1
AYDIN, 0, 1, 0, 0, 0, 1
BARUCH, 0, 0, 1, 0, 0, 1
CHESKEL, 0, 1, 0, 0, 0, 1
DENZEL, 0, 1, 0, 0, 0, 1
FARHAN, 0, 1, 0, 0, 0, 1
FRANCIS, 0, 1, 0, 0, 0, 1
GIANNI, 0, 0, 0, 1, 1, 1
JOE, 1, 0, 0, 0, 1, 1
KINGSTON, 0, 1, 0, 0, 0, 1
LENNY, 0, 0, 0, 1, 1, 1
MOISHE, 0, 0, 0, 1, 1, 1
NICKOLAS, 0, 1, 0, 0, 0, 1
NIKHIL, 0, 1, 0, 0, 0, 1
PHOENIX, 0, 1, 0, 0, 0, 1
SHAMAR, 0, 1, 0, 0, 0, 1
SHLOME, 0, 0, 0, 1, 1, 1
TERENCE, 0, 0, 0, 1, 1, 1
YAIR, 0, 1, 0, 0, 0, 1
YISRAEL, 0, 1, 0, 0, 0, 1
ZACK, 0, 0, 1, 0, 0, 1
AAYAN, 0, 1, 0, 0, 0, 1
AMEER, 0, 1, 0, 0, 0, 1
BINYOMIN, 0, 1, 0, 0, 0, 1
BRUNO, 0, 0, 0, 1, 1, 1
CARMELO, 0, 0, 0, 1, 1, 1
CASEY, 1, 0, 0, 0, 1, 1
CONOR, 0, 1, 0, 0, 0, 1
DENIS, 0, 1, 0, 0, 0, 1
DONTE, 0, 0, 0, 1, 1, 1
DORIAN, 0, 1, 0, 0, 0, 1
EDDY, 0, 0, 0, 1, 1, 1
ELIAN, 0, 1, 0, 0, 0, 1
ELISHA, 0, 0, 0, 1, 1, 1
EUGENE, 0, 0, 0, 1, 1, 1
FILIP, 0, 1, 0, 0, 0, 1
GIANCARLO, 0, 0, 0, 1, 1, 1
GIUSEPPE, 0, 0, 0, 1, 1, 1
JAHMIR, 0, 1, 0, 0, 0, 1
JAMEL, 0, 1, 0, 0, 0, 1
KALEB, 0, 1, 0, 0, 0, 1
MAKAI, 1, 0, 0, 0, 1, 1
MATIAS, 0, 1, 0, 0, 0, 1
MAXIMILLIAN, 0, 1, 0, 0, 0, 1
MENDY, 0, 0, 0, 1, 1, 1
NIKITA, 0, 0, 0, 1, 1, 1
REHAN, 0, 1, 0, 0, 0, 1
SKYLER, 0, 1, 0, 0, 0, 1
YADIEL, 0, 1, 0, 0, 0, 1
AMAR, 0, 1, 0, 0, 0, 1
BARRY, 0, 0, 0, 1, 1, 1
BINYAMIN, 0, 1, 0, 0, 0, 1
BORUCH, 0, 0, 1, 0, 0, 1
DEANDRE, 0, 0, 0, 1, 1, 1
DREW, 0, 1, 0, 0, 0, 1
EPHRAIM, 0, 1, 0, 0, 0, 1
GUILLERMO, 0, 0, 0, 1, 1, 1
JACKIE, 1, 0, 0, 0, 1, 1
JAYVON, 0, 1, 0, 0, 0, 1
JOEY, 1, 0, 0, 0, 1, 1
KACPER, 0, 1, 0, 0, 0, 1
LANCE, 0, 0, 0, 1, 1, 1
MADDOX, 0, 1, 0, 0, 0, 1
MICHEAL, 0, 1, 0, 0, 0, 1
MUHAMMED, 0, 1, 0, 0, 0, 1
NICO, 0, 0, 0, 1, 1, 1
RAMON, 0, 1, 0, 0, 0, 1
RAYYAN, 0, 1, 0, 0, 0, 1
RODNEY, 1, 0, 0, 0, 1, 1
SAVION, 0, 1, 0, 0, 0, 1
SHEA, 1, 0, 0, 0, 1, 1
SIDDHARTH, 0, 0, 1, 0, 0, 1
YOUSSEF, 0, 1, 0, 0, 0, 1
ZALMEN, 0, 1, 0, 0, 0, 1
AHARON, 0, 1, 0, 0, 0, 1
ALFREDO, 0, 0, 0, 1, 1, 1
